駅コード,都道府県,沿線名,駅名
"6552060","奈良県","近鉄橿原線","筒井"
"6552070","奈良県","近鉄橿原線","平端"
"6552080","奈良県","近鉄橿原線","ファミリー公園前"
"6552090","奈良県","近鉄橿原線","結崎"
"6552100","奈良県","近鉄橿原線","石見"
"6552110","奈良県","近鉄橿原線","田原本"
"6552120","奈良県","近鉄橿原線","笠縫"
"6552130","奈良県","近鉄橿原線","新ノ口"
"6552140","奈良県","近鉄橿原線","大和八木"
"6552145","奈良県","近鉄橿原線","八木西口"
"6552150","奈良県","近鉄橿原線","畝傍御陵前"
"6552160","奈良県","近鉄橿原線","橿原神宮前"
"6553010","奈良県","近鉄天理線","平端"
"6553020","奈良県","近鉄天理線","二階堂"
"6553030","奈良県","近鉄天理線","前栽"
"6553040","奈良県","近鉄天理線","天理"
"6555010","奈良県","近鉄南大阪線","大阪阿部野橋"
"6555020","奈良県","近鉄南大阪線","河堀口"
"6555030","奈良県","近鉄南大阪線","北田辺"
"6555040","奈良県","近鉄南大阪線","今川"
"6555050","奈良県","近鉄南大阪線","針中野"
"6555060","奈良県","近鉄南大阪線","矢田"
"6555070","奈良県","近鉄南大阪線","河内天美"
"6555080","奈良県","近鉄南大阪線","布忍"
"6555090","奈良県","近鉄南大阪線","高見ノ里"
"6555100","奈良県","近鉄南大阪線","河内松原"
"6555110","奈良県","近鉄南大阪線","恵我ノ荘"
"6555120","奈良県","近鉄南大阪線","高鷲"
"6555130","奈良県","近鉄南大阪線","藤井寺"
"6555140","奈良県","近鉄南大阪線","土師ノ里"
"6555150","奈良県","近鉄南大阪線","道明寺"
"6555160","奈良県","近鉄南大阪線","古市"
"6555170","奈良県","近鉄南大阪線","駒ヶ谷"
"6555180","奈良県","近鉄南大阪線","上ノ太子"
"6555190","奈良県","近鉄南大阪線","二上山"
"6555200","奈良県","近鉄南大阪線","二上神社口"
"6555210","奈良県","近鉄南大阪線","当麻寺"
"6555220","奈良県","近鉄南大阪線","磐城"
"6555230","奈良県","近鉄南大阪線","尺土"
"6555240","奈良県","近鉄南大阪線","高田市"
"6555250","奈良県","近鉄南大阪線","浮孔"
"6555260","奈良県","近鉄南大阪線","坊城"
"6555270","奈良県","近鉄南大阪線","橿原神宮西口"
"6555280","奈良県","近鉄南大阪線","橿原神宮前"
"6556010","奈良県","近鉄吉野線","橿原神宮前"
"6556020","奈良県","近鉄吉野線","岡寺"
"6556030","奈良県","近鉄吉野線","飛鳥"
"6556040","奈良県","近鉄吉野線","壷阪山"
"6556050","奈良県","近鉄吉野線","市尾"
"6556060","奈良県","近鉄吉野線","葛"
"6556070","奈良県","近鉄吉野線","吉野口"
"6556080","奈良県","近鉄吉野線","薬水"
"6556090","奈良県","近鉄吉野線","福神"
"6556100","奈良県","近鉄吉野線","大阿太"
"6556110","奈良県","近鉄吉野線","下市口"
"6556120","奈良県","近鉄吉野線","越部"
"6556130","奈良県","近鉄吉野線","六田"
"6556140","奈良県","近鉄吉野線","大和上市"
"6556150","奈良県","近鉄吉野線","吉野神宮"
"6556160","奈良県","近鉄吉野線","吉野"
"6559010","奈良県","近鉄御所線","尺土"
"6559020","奈良県","近鉄御所線","近鉄新庄"
"6559030","奈良県","近鉄御所線","忍海"
"6559040","奈良県","近鉄御所線","近鉄御所"
"6560010","奈良県","近鉄京都線","京都"
"6560020","奈良県","近鉄京都線","東寺"
"6560030","奈良県","近鉄京都線","十条"
"6560040","奈良県","近鉄京都線","上鳥羽口"
"6560050","奈良県","近鉄京都線","竹田"
"6560060","奈良県","近鉄京都線","伏見"
"6560070","奈良県","近鉄京都線","近鉄丹波橋"
"6560080","奈良県","近鉄京都線","桃山御陵前"
"6560090","奈良県","近鉄京都線","向島"
"6560100","奈良県","近鉄京都線","小倉"
"6560110","奈良県","近鉄京都線","伊勢田"
"6560120","奈良県","近鉄京都線","大久保"
"6560130","奈良県","近鉄京都線","久津川"
"6560140","奈良県","近鉄京都線","寺田"
"6560150","奈良県","近鉄京都線","富野荘"
"6560160","奈良県","近鉄京都線","新田辺"
"6560170","奈良県","近鉄京都線","興戸"
"6560180","奈良県","近鉄京都線","三山木"
"6560185","奈良県","近鉄京都線","近鉄宮津"
"6560190","奈良県","近鉄京都線","狛田"
"6560200","奈良県","近鉄京都線","新祝園"
"6560205","奈良県","近鉄京都線","木津川台"
"6560210","奈良県","近鉄京都線","山田川"
"6560220","奈良県","近鉄京都線","高の原"
"6560230","奈良県","近鉄京都線","平城"
"6560240","奈良県","近鉄京都線","大和西大寺"
"6561010","奈良県","近鉄生駒線","生駒"
"6561020","奈良県","近鉄生駒線","菜畑"
"6561030","奈良県","近鉄生駒線","一分"
"6561040","奈良県","近鉄生駒線","南生駒"
"6561050","奈良県","近鉄生駒線","萩の台"
"6561060","奈良県","近鉄生駒線","東山"
"6561070","奈良県","近鉄生駒線","元山上口"
"6561080","奈良県","近鉄生駒線","平群"
"6561090","奈良県","近鉄生駒線","竜田川"
"6561100","奈良県","近鉄生駒線","勢野北口"
"6561110","奈良県","近鉄生駒線","信貴山下"
"6561120","奈良県","近鉄生駒線","王寺"
"6562010","奈良県","近鉄田原本線","新王寺"
"6562020","奈良県","近鉄田原本線","大輪田"
"6562030","奈良県","近鉄田原本線","佐味田川"
"6562040","奈良県","近鉄田原本線","池部"
"6562050","奈良県","近鉄田原本線","箸尾"
"6562060","奈良県","近鉄田原本線","但馬"
"6562070","奈良県","近鉄田原本線","黒田"
"6562080","奈良県","近鉄田原本線","西田原本"
"6563010","奈良県","けいはんな線","長田"
"6563020","奈良県","けいはんな線","荒本"
"6563030","奈良県","けいはんな線","吉田"
"6563040","奈良県","けいはんな線","新石切"
"6563050","奈良県","けいはんな線","生駒"
"10000123","奈良県","けいはんな線","白庭台"
"10000124","奈良県","けいはんな線","学研北生駒"
"10000125","奈良県","けいはんな線","学研奈良登美ヶ丘"
"6565210","奈良県","近鉄生駒ケーブル線","鳥居前"
"6565220","奈良県","近鉄生駒ケーブル線","宝山寺"
"6565230","奈良県","近鉄生駒ケーブル線","梅屋敷"
"6565240","奈良県","近鉄生駒ケーブル線","霞ヶ丘"
"6565250","奈良県","近鉄生駒ケーブル線","生駒山上"
"6643010","奈良県","奈良線","京都"
"6643020","奈良県","奈良線","東福寺"
"6643030","奈良県","奈良線","稲荷"
"6643035","奈良県","奈良線","ＪＲ藤森"
"6643040","奈良県","奈良線","桃山"
"6643045","奈良県","奈良線","六地蔵"
"6643050","奈良県","奈良線","木幡"
"6643060","奈良県","奈良線","黄檗"
"6643070","奈良県","奈良線","宇治"
"6643075","奈良県","奈良線","ＪＲ小倉"
"6643080","奈良県","奈良線","新田"
"6643090","奈良県","奈良線","城陽"
"6643100","奈良県","奈良線","長池"
"6643110","奈良県","奈良線","山城青谷"
"6643120","奈良県","奈良線","山城多賀"
"6643130","奈良県","奈良線","玉水"
"6643140","奈良県","奈良線","棚倉"
"6643150","奈良県","奈良線","上狛"
"6643160","奈良県","奈良線","木津"
"6643170","奈良県","奈良線","平城山"
"6643180","奈良県","奈良線","奈良"
"6644010","奈良県","桜井線","奈良"
"6644020","奈良県","桜井線","京終"
"6644030","奈良県","桜井線","帯解"
"6644040","奈良県","桜井線","櫟本"
"6644050","奈良県","桜井線","天理"
"6644060","奈良県","桜井線","長柄"
"6644070","奈良県","桜井線","柳本"
"6644080","奈良県","桜井線","巻向"
"6644090","奈良県","桜井線","三輪"
"6644100","奈良県","桜井線","桜井"
"6644110","奈良県","桜井線","香久山"
"6644120","奈良県","桜井線","畝傍"
"6644130","奈良県","桜井線","金橋"
"6644140","奈良県","桜井線","高田"
"6646010","奈良県","和歌山線","王寺"
"6646020","奈良県","和歌山線","畠田"
"6646030","奈良県","和歌山線","志都美"
"6646040","奈良県","和歌山線","香芝"
"6646045","奈良県","和歌山線","ＪＲ五位堂"
"6646050","奈良県","和歌山線","高田"
"6646060","奈良県","和歌山線","大和新庄"
"6646070","奈良県","和歌山線","御所"
"6646075","奈良県","和歌山線","玉手"
"6646080","奈良県","和歌山線","掖上"
"6646090","奈良県","和歌山線","吉野口"
"6646100","奈良県","和歌山線","北宇智"
"6646110","奈良県","和歌山線","五条"
"6646120","奈良県","和歌山線","大和二見"
"6646130","奈良県","和歌山線","隅田"
"6646140","奈良県","和歌山線","下兵庫"
"6646150","奈良県","和歌山線","橋本"
"6646160","奈良県","和歌山線","紀伊山田"
"6646170","奈良県","和歌山線","高野口"
"6646180","奈良県","和歌山線","中飯降"
"6646190","奈良県","和歌山線","妙寺"
"6646200","奈良県","和歌山線","大谷"
"6646210","奈良県","和歌山線","笠田"
"6646220","奈良県","和歌山線","西笠田"
"6646230","奈良県","和歌山線","名手"
"6646240","奈良県","和歌山線","粉河"
"6646250","奈良県","和歌山線","紀伊長田"
"6646260","奈良県","和歌山線","打田"
"6646270","奈良県","和歌山線","下井阪"
"6646280","奈良県","和歌山線","岩出"
"6646290","奈良県","和歌山線","船戸"
"6646300","奈良県","和歌山線","紀伊小倉"
"6646310","奈良県","和歌山線","布施屋"
"6646320","奈良県","和歌山線","千旦"
"6646330","奈良県","和歌山線","田井ノ瀬"
"6646340","奈良県","和歌山線","和歌山"
"6001440","和歌山県","東海道・山陽新幹線","新大阪"
"6001450","和歌山県","東海道・山陽新幹線","新神戸"
"6001460","和歌山県","東海道・山陽新幹線","西明石"
"6001470","和歌山県","東海道・山陽新幹線","姫路"
"6001480","和歌山県","東海道・山陽新幹線","相生"
"6001490","和歌山県","東海道・山陽新幹線","岡山"
"6001500","和歌山県","東海道・山陽新幹線","新倉敷"
"6001510","和歌山県","東海道・山陽新幹線","福山"
"6001515","和歌山県","東海道・山陽新幹線","新尾道"
"6001520","和歌山県","東海道・山陽新幹線","三原"
"6001525","和歌山県","東海道・山陽新幹線","東広島"
"6001530","和歌山県","東海道・山陽新幹線","広島"
"6001540","和歌山県","東海道・山陽新幹線","新岩国"
"6001550","和歌山県","東海道・山陽新幹線","徳山"
"6001560","和歌山県","東海道・山陽新幹線","新山口"
"6001565","和歌山県","東海道・山陽新幹線","厚狭"
"6001570","和歌山県","東海道・山陽新幹線","新下関"
"6001620","和歌山県","東海道・山陽新幹線","小倉"
"6001630","和歌山県","東海道・山陽新幹線","博多"
"6431401","和歌山県","紀勢本線","新宮"
"6431406","和歌山県","紀勢本線","三輪崎"
"6431411","和歌山県","紀勢本線","紀伊佐野"
"6431416","和歌山県","紀勢本線","宇久井"
"6431421","和歌山県","紀勢本線","那智"
"6431426","和歌山県","紀勢本線","紀伊天満"
"6431431","和歌山県","紀勢本線","紀伊勝浦"
"6431436","和歌山県","紀勢本線","湯川"
"6431441","和歌山県","紀勢本線","太地"
"6431446","和歌山県","紀勢本線","下里"
"6431451","和歌山県","紀勢本線","紀伊浦神"
"6431456","和歌山県","紀勢本線","紀伊田原"
"6431461","和歌山県","紀勢本線","古座"
"6431466","和歌山県","紀勢本線","紀伊姫"
"6431471","和歌山県","紀勢本線","串本"
"6431476","和歌山県","紀勢本線","紀伊有田"
"6431481","和歌山県","紀勢本線","田並"
"6431486","和歌山県","紀勢本線","田子"
"6431491","和歌山県","紀勢本線","和深"
"6431496","和歌山県","紀勢本線","江住"
"6431501","和歌山県","紀勢本線","見老津"
"6431506","和歌山県","紀勢本線","周参見"
"6431511","和歌山県","紀勢本線","紀伊日置"
"6431516","和歌山県","紀勢本線","椿"
"6431521","和歌山県","紀勢本線","紀伊富田"
"6431526","和歌山県","紀勢本線","白浜"
"6431531","和歌山県","紀勢本線","朝来"
"6431536","和歌山県","紀勢本線","紀伊新庄"
"6431541","和歌山県","紀勢本線","紀伊田辺"
"6431546","和歌山県","紀勢本線","芳養"
"6431551","和歌山県","紀勢本線","南部"
"6431556","和歌山県","紀勢本線","岩代"
"6431561","和歌山県","紀勢本線","切目"
"6431566","和歌山県","紀勢本線","印南"
"6431571","和歌山県","紀勢本線","稲原"
"6431576","和歌山県","紀勢本線","和佐"
"6431581","和歌山県","紀勢本線","道成寺"
"6431586","和歌山県","紀勢本線","御坊"
"6431591","和歌山県","紀勢本線","紀伊内原"
"6431596","和歌山県","紀勢本線","紀伊由良"
"6431601","和歌山県","紀勢本線","広川ビーチ"
"6431606","和歌山県","紀勢本線","湯浅"
"6431611","和歌山県","紀勢本線","藤並"
"6431616","和歌山県","紀勢本線","紀伊宮原"
"6431621","和歌山県","紀勢本線","箕島"
"6431626","和歌山県","紀勢本線","初島"
"6431631","和歌山県","紀勢本線","下津"
"6431636","和歌山県","紀勢本線","加茂郷"
"6431641","和歌山県","紀勢本線","冷水浦"
"6431646","和歌山県","紀勢本線","海南"
"6431651","和歌山県","紀勢本線","黒江"
"6431656","和歌山県","紀勢本線","紀三井寺"
"6431661","和歌山県","紀勢本線","宮前"
"6431666","和歌山県","紀勢本線","和歌山"
"6431671","和歌山県","紀勢本線","紀和"
"6431676","和歌山県","紀勢本線","和歌山市"
"6646010","和歌山県","和歌山線","王寺"
"6646020","和歌山県","和歌山線","畠田"
"6646030","和歌山県","和歌山線","志都美"
"6646040","和歌山県","和歌山線","香芝"
"6646045","和歌山県","和歌山線","ＪＲ五位堂"
"6646050","和歌山県","和歌山線","高田"
"6646060","和歌山県","和歌山線","大和新庄"
"6646070","和歌山県","和歌山線","御所"
"6646075","和歌山県","和歌山線","玉手"
"6646080","和歌山県","和歌山線","掖上"
"6646090","和歌山県","和歌山線","吉野口"
"6646100","和歌山県","和歌山線","北宇智"
"6646110","和歌山県","和歌山線","五条"
"6646120","和歌山県","和歌山線","大和二見"
"6646130","和歌山県","和歌山線","隅田"
"6646140","和歌山県","和歌山線","下兵庫"
"6646150","和歌山県","和歌山線","橋本"
"6646160","和歌山県","和歌山線","紀伊山田"
"6646170","和歌山県","和歌山線","高野口"
"6646180","和歌山県","和歌山線","中飯降"
"6646190","和歌山県","和歌山線","妙寺"
"6646200","和歌山県","和歌山線","大谷"
"6646210","和歌山県","和歌山線","笠田"
"6646220","和歌山県","和歌山線","西笠田"
"6646230","和歌山県","和歌山線","名手"
"6646240","和歌山県","和歌山線","粉河"
"6646250","和歌山県","和歌山線","紀伊長田"
"6646260","和歌山県","和歌山線","打田"
"6646270","和歌山県","和歌山線","下井阪"
"6646280","和歌山県","和歌山線","岩出"
"6646290","和歌山県","和歌山線","船戸"
"6646300","和歌山県","和歌山線","紀伊小倉"
"6646310","和歌山県","和歌山線","布施屋"
"6646320","和歌山県","和歌山線","千旦"
"6646330","和歌山県","和歌山線","田井ノ瀬"
"6646340","和歌山県","和歌山線","和歌山"
"6647010","和歌山県","阪和線","天王寺"
"6647020","和歌山県","阪和線","美章園"
"6647030","和歌山県","阪和線","南田辺"
"6647040","和歌山県","阪和線","鶴ヶ丘"
"6647050","和歌山県","阪和線","長居"
"6647060","和歌山県","阪和線","我孫子町"
"6647070","和歌山県","阪和線","杉本町"
"6647080","和歌山県","阪和線","浅香"
"6647090","和歌山県","阪和線","堺市"
"6647100","和歌山県","阪和線","三国ヶ丘"
"6647110","和歌山県","阪和線","百舌鳥"
"6647120","和歌山県","阪和線","上野芝"
"6647130","和歌山県","阪和線","津久野"
"6647140","和歌山県","阪和線","鳳"
"6647150","和歌山県","阪和線","東羽衣"
"6647160","和歌山県","阪和線","富木"
"6647170","和歌山県","阪和線","北信太"
"6647180","和歌山県","阪和線","信太山"
"6647190","和歌山県","阪和線","和泉府中"
"6647200","和歌山県","阪和線","久米田"
"6647210","和歌山県","阪和線","下松"
"6647220","和歌山県","阪和線","東岸和田"
"6647230","和歌山県","阪和線","東貝塚"
"6647240","和歌山県","阪和線","和泉橋本"
"6647250","和歌山県","阪和線","東佐野"
"6647260","和歌山県","阪和線","熊取"
"6647270","和歌山県","阪和線","日根野"
"6647280","和歌山県","阪和線","長滝"
"6647290","和歌山県","阪和線","新家"
"6647300","和歌山県","阪和線","和泉砂川"
"6647310","和歌山県","阪和線","和泉鳥取"
"6647320","和歌山県","阪和線","山中渓"
"6647330","和歌山県","阪和線","紀伊"
"6647340","和歌山県","阪和線","六十谷"
"6647350","和歌山県","阪和線","紀伊中ノ島"
"6647360","和歌山県","阪和線","和歌山"
"6681010","和歌山県","南海電鉄南海本線","難波"
"6681030","和歌山県","南海電鉄南海本線","新今宮"
"6681040","和歌山県","南海電鉄南海本線","天下茶屋"
"6681050","和歌山県","南海電鉄南海本線","岸里玉出"
"6681070","和歌山県","南海電鉄南海本線","粉浜"
"6681080","和歌山県","南海電鉄南海本線","住吉大社"
"6681090","和歌山県","南海電鉄南海本線","住ノ江"
"6681100","和歌山県","南海電鉄南海本線","七道"
"6681110","和歌山県","南海電鉄南海本線","堺"
"6681120","和歌山県","南海電鉄南海本線","湊"
"6681130","和歌山県","南海電鉄南海本線","石津川"
"6681140","和歌山県","南海電鉄南海本線","諏訪ノ森"
"6681150","和歌山県","南海電鉄南海本線","浜寺公園"
"6681160","和歌山県","南海電鉄南海本線","羽衣"
"6681170","和歌山県","南海電鉄南海本線","高石"
"6681180","和歌山県","南海電鉄南海本線","北助松"
"6681190","和歌山県","南海電鉄南海本線","松ノ浜"
"6681200","和歌山県","南海電鉄南海本線","泉大津"
"6681210","和歌山県","南海電鉄南海本線","忠岡"
"6681220","和歌山県","南海電鉄南海本線","春木"
"6681230","和歌山県","南海電鉄南海本線","和泉大宮"
"6681240","和歌山県","南海電鉄南海本線","岸和田"
"6681250","和歌山県","南海電鉄南海本線","蛸地蔵"
"6681260","和歌山県","南海電鉄南海本線","貝塚"
"6681270","和歌山県","南海電鉄南海本線","二色浜"
"6681280","和歌山県","南海電鉄南海本線","鶴原"
"6681290","和歌山県","南海電鉄南海本線","井原里"
"6681300","和歌山県","南海電鉄南海本線","泉佐野"
"6681310","和歌山県","南海電鉄南海本線","羽倉崎"
"6681320","和歌山県","南海電鉄南海本線","吉見ノ里"
"6681330","和歌山県","南海電鉄南海本線","岡田浦"
"6681340","和歌山県","南海電鉄南海本線","樽井"
"6681350","和歌山県","南海電鉄南海本線","尾崎"
"6681360","和歌山県","南海電鉄南海本線","鳥取ノ荘"
"6681370","和歌山県","南海電鉄南海本線","箱作"
"6681380","和歌山県","南海電鉄南海本線","淡輪"
"6681390","和歌山県","南海電鉄南海本線","みさき公園"
"6681400","和歌山県","南海電鉄南海本線","孝子"
"10000230","和歌山県","南海電鉄南海本線","和歌山大学前"
"6681410","和歌山県","南海電鉄南海本線","紀ノ川"
"6681420","和歌山県","南海電鉄南海本線","和歌山市"
"10000216","和歌山県","南海電鉄加太支線","和歌山市"
"6685010","和歌山県","南海電鉄加太支線","紀ノ川"
"6685020","和歌山県","南海電鉄加太支線","東松江"
"6685030","和歌山県","南海電鉄加太支線","中松江"
"6685040","和歌山県","南海電鉄加太支線","八幡前"
"6685050","和歌山県","南海電鉄加太支線","西ノ庄"
"6685060","和歌山県","南海電鉄加太支線","二里ヶ浜"
"6685070","和歌山県","南海電鉄加太支線","磯ノ浦"
"6685080","和歌山県","南海電鉄加太支線","加太"
"6686010","和歌山県","南海電鉄高野線","難波"
"6686020","和歌山県","南海電鉄高野線","今宮戎"
"6686030","和歌山県","南海電鉄高野線","新今宮"
"6686040","和歌山県","南海電鉄高野線","萩ノ茶屋"
"6686050","和歌山県","南海電鉄高野線","天下茶屋"
"6686110","和歌山県","南海電鉄高野線","岸里玉出"
"6686120","和歌山県","南海電鉄高野線","帝塚山"
"6686130","和歌山県","南海電鉄高野線","住吉東"
"6686140","和歌山県","南海電鉄高野線","沢ノ町"
"6686150","和歌山県","南海電鉄高野線","我孫子前"
"6686160","和歌山県","南海電鉄高野線","浅香山"
"6686170","和歌山県","南海電鉄高野線","堺東"
"6686180","和歌山県","南海電鉄高野線","三国ヶ丘"
"6686190","和歌山県","南海電鉄高野線","百舌鳥八幡"
"6686200","和歌山県","南海電鉄高野線","中百舌鳥"
"6686210","和歌山県","南海電鉄高野線","白鷺"
"6686220","和歌山県","南海電鉄高野線","初芝"
"6686230","和歌山県","南海電鉄高野線","萩原天神"
"6686240","和歌山県","南海電鉄高野線","北野田"
"6686250","和歌山県","南海電鉄高野線","狭山"
"6686260","和歌山県","南海電鉄高野線","大阪狭山市"
"6686270","和歌山県","南海電鉄高野線","金剛"
"6686280","和歌山県","南海電鉄高野線","滝谷"
"6686290","和歌山県","南海電鉄高野線","千代田"
"6686300","和歌山県","南海電鉄高野線","河内長野"
"6686310","和歌山県","南海電鉄高野線","三日市町"
"6686320","和歌山県","南海電鉄高野線","美加の台"
"6686330","和歌山県","南海電鉄高野線","千早口"
"6686340","和歌山県","南海電鉄高野線","天見"
"6686350","和歌山県","南海電鉄高野線","紀見峠"
"6686360","和歌山県","南海電鉄高野線","林間田園都市"
"6686370","和歌山県","南海電鉄高野線","御幸辻"
"6686380","和歌山県","南海電鉄高野線","橋本"
"6686390","和歌山県","南海電鉄高野線","紀伊清水"
"6686400","和歌山県","南海電鉄高野線","学文路"
"6686410","和歌山県","南海電鉄高野線","九度山"
"6686420","和歌山県","南海電鉄高野線","高野下"
"6686430","和歌山県","南海電鉄高野線","下古沢"
"6686440","和歌山県","南海電鉄高野線","上古沢"
"6686450","和歌山県","南海電鉄高野線","紀伊細川"
"6686460","和歌山県","南海電鉄高野線","紀伊神谷"
"6686470","和歌山県","南海電鉄高野線","極楽橋"
"6687010","和歌山県","南海電鉄和歌山港線","和歌山市"
"6687050","和歌山県","南海電鉄和歌山港線","和歌山港"
"6693210","和歌山県","南海高野山ケーブル","極楽橋"
"6693220","和歌山県","南海高野山ケーブル","高野山"
"6716010","和歌山県","紀州鉄道線","御坊"
"6716020","和歌山県","紀州鉄道線","学門"
"6716030","和歌山県","紀州鉄道線","紀伊御坊"
"6716040","和歌山県","紀州鉄道線","市役所前"
"6716050","和歌山県","紀州鉄道線","西御坊"
"10000030","和歌山県","和歌山電鐵貴志川線","和歌山"
"10000031","和歌山県","和歌山電鐵貴志川線","田中口"
"10000032","和歌山県","和歌山電鐵貴志川線","日前宮"
"10000033","和歌山県","和歌山電鐵貴志川線","神前"
"10000034","和歌山県","和歌山電鐵貴志川線","竃山"
"10000035","和歌山県","和歌山電鐵貴志川線","交通センター前"
"10000036","和歌山県","和歌山電鐵貴志川線","岡崎前"
"10000037","和歌山県","和歌山電鐵貴志川線","吉礼"
"10000038","和歌山県","和歌山電鐵貴志川線","伊太祈曽"
"10000039","和歌山県","和歌山電鐵貴志川線","山東"
"10000040","和歌山県","和歌山電鐵貴志川線","大池遊園"
"10000041","和歌山県","和歌山電鐵貴志川線","西山口"
"10000042","和歌山県","和歌山電鐵貴志川線","甘露寺前"
"10000043","和歌山県","和歌山電鐵貴志川線","貴志"
"6619010","鳥取県","伯備線","岡山"
"6619015","鳥取県","伯備線","北長瀬"
"6619020","鳥取県","伯備線","庭瀬"
"6619030","鳥取県","伯備線","中庄"
"6619040","鳥取県","伯備線","倉敷"
"6619050","鳥取県","伯備線","清音"
"6619060","鳥取県","伯備線","総社"
"6619070","鳥取県","伯備線","豪渓"
"6619080","鳥取県","伯備線","日羽"
"6619090","鳥取県","伯備線","美袋"
"6619100","鳥取県","伯備線","備中広瀬"
"6619110","鳥取県","伯備線","備中高梁"
"6619120","鳥取県","伯備線","木野山"
"6619130","鳥取県","伯備線","備中川面"
"6619140","鳥取県","伯備線","方谷"
"6619150","鳥取県","伯備線","井倉"
"6619160","鳥取県","伯備線","石蟹"
"6619170","鳥取県","伯備線","新見"
"6619175","鳥取県","伯備線","布原"
"6619180","鳥取県","伯備線","備中神代"
"6619190","鳥取県","伯備線","足立"
"6619200","鳥取県","伯備線","新郷"
"6619210","鳥取県","伯備線","上石見"
"6619220","鳥取県","伯備線","生山"
"6619230","鳥取県","伯備線","上菅"
"6619240","鳥取県","伯備線","黒坂"
"6619250","鳥取県","伯備線","根雨"
"6619260","鳥取県","伯備線","武庫"
"6619270","鳥取県","伯備線","江尾"
"6619280","鳥取県","伯備線","伯耆溝口"
"6619290","鳥取県","伯備線","岸本"
"6619300","鳥取県","伯備線","伯耆大山"
"6619305","鳥取県","伯備線","東山公園"
"6619310","鳥取県","伯備線","米子"
"6631005","鳥取県","山陰本線","京都"
"10000354","鳥取県","山陰本線","梅小路京都西"
"6631010","鳥取県","山陰本線","丹波口"
"6631015","鳥取県","山陰本線","二条"
"6631018","鳥取県","山陰本線","円町"
"6631020","鳥取県","山陰本線","花園"
"6631023","鳥取県","山陰本線","太秦"
"6631025","鳥取県","山陰本線","嵯峨嵐山"
"6631030","鳥取県","山陰本線","保津峡"
"6631035","鳥取県","山陰本線","馬堀"
"6631040","鳥取県","山陰本線","亀岡"
"6631045","鳥取県","山陰本線","並河"
"6631050","鳥取県","山陰本線","千代川"
"6631055","鳥取県","山陰本線","八木"
"6631060","鳥取県","山陰本線","吉富"
"6631065","鳥取県","山陰本線","園部"
"6631070","鳥取県","山陰本線","船岡"
"6631075","鳥取県","山陰本線","日吉"
"6631078","鳥取県","山陰本線","鍼灸大学前"
"6631080","鳥取県","山陰本線","胡麻"
"6631085","鳥取県","山陰本線","下山"
"6631090","鳥取県","山陰本線","和知"
"6631095","鳥取県","山陰本線","安栖里"
"6631100","鳥取県","山陰本線","立木"
"6631105","鳥取県","山陰本線","山家"
"6631110","鳥取県","山陰本線","綾部"
"6631115","鳥取県","山陰本線","高津"
"6631120","鳥取県","山陰本線","石原"
"6631125","鳥取県","山陰本線","福知山"
"6631130","鳥取県","山陰本線","上川口"
"6631135","鳥取県","山陰本線","下夜久野"
"6631140","鳥取県","山陰本線","上夜久野"
"6631145","鳥取県","山陰本線","梁瀬"
"6631150","鳥取県","山陰本線","和田山"
"6631155","鳥取県","山陰本線","養父"
"6631160","鳥取県","山陰本線","八鹿"
"6631165","鳥取県","山陰本線","江原"
"6631170","鳥取県","山陰本線","国府"
"6631175","鳥取県","山陰本線","豊岡"
"6631180","鳥取県","山陰本線","玄武洞"
"6631185","鳥取県","山陰本線","城崎温泉"
"6631190","鳥取県","山陰本線","竹野"
"6631195","鳥取県","山陰本線","佐津"
"6631200","鳥取県","山陰本線","柴山"
"6631205","鳥取県","山陰本線","香住"
"6631210","鳥取県","山陰本線","鎧"
"6631215","鳥取県","山陰本線","餘部"
"6631220","鳥取県","山陰本線","久谷"
"6631225","鳥取県","山陰本線","浜坂"
"6631230","鳥取県","山陰本線","諸寄"
"6631235","鳥取県","山陰本線","居組"
"6631240","鳥取県","山陰本線","東浜"
"6631245","鳥取県","山陰本線","岩美"
"6631250","鳥取県","山陰本線","大岩"
"6631255","鳥取県","山陰本線","福部"
"6631260","鳥取県","山陰本線","鳥取"
"6631265","鳥取県","山陰本線","湖山"
"6631267","鳥取県","山陰本線","鳥取大学前"
"6631270","鳥取県","山陰本線","末恒"
"6631275","鳥取県","山陰本線","宝木"
"6631280","鳥取県","山陰本線","浜村"
"6631285","鳥取県","山陰本線","青谷"
"6631290","鳥取県","山陰本線","泊"
"6631295","鳥取県","山陰本線","松崎"
"6631300","鳥取県","山陰本線","倉吉"
"6631305","鳥取県","山陰本線","下北条"
"6631310","鳥取県","山陰本線","由良"
"6631315","鳥取県","山陰本線","浦安"
"6631320","鳥取県","山陰本線","八橋"
"6631325","鳥取県","山陰本線","赤碕"
"6631330","鳥取県","山陰本線","中山口"
"6631335","鳥取県","山陰本線","下市"
"6631340","鳥取県","山陰本線","御来屋"
"6631345","鳥取県","山陰本線","名和"
"6631350","鳥取県","山陰本線","大山口"
"6631355","鳥取県","山陰本線","淀江"
"6631360","鳥取県","山陰本線","伯耆大山"
"6631363","鳥取県","山陰本線","東山公園"
"6631365","鳥取県","山陰本線","米子"
"6631370","鳥取県","山陰本線","安来"
"6631375","鳥取県","山陰本線","荒島"
"6631380","鳥取県","山陰本線","揖屋"
"6631385","鳥取県","山陰本線","東松江"
"6631390","鳥取県","山陰本線","松江"
